case_id,role_id,day_index,simulated_calendar_day,city,province,plan_family_id,plan_family_zh,action_contrast_status,contrast_basis,difference_reason_zh,baseline_owned_device_kwh,candidate_owned_device_kwh,baseline_selected_ac_proxy_kwh,candidate_selected_ac_proxy_kwh,baseline_attributable_kwh,candidate_attributable_kwh,candidate_minus_baseline_attributable_kwh,baseline_all_owned_room_24h_mean_c,candidate_all_owned_room_24h_mean_c,simulated_outdoor_min_c,simulated_outdoor_max_c,weather_kind,metric_scope,temperature_scope,feedback_rows
cityrole-0001/day-01,cityrole-0001,1,07-14,南昌市,江西,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.16,34.16,26.60,33.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0082/day-09,cityrole-0082,9,07-22,贵阳市,贵州,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,12.600000,12.600000,0.000000,0.000000,12.600000,12.600000,0.000000,31.98,31.99,22.90,30.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0082/day-10,cityrole-0082,10,07-23,贵阳市,贵州,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,12.200000,12.200000,0.000000,0.000000,12.200000,12.200000,0.000000,31.82,31.83,22.10,30.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-01,cityrole-0083,1,07-14,苏州市,江苏,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,12.200000,12.200000,0.000000,0.000000,12.200000,12.200000,0.000000,33.77,33.77,24.70,29.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-02,cityrole-0083,2,07-15,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,12.200000,12.200000,0.000000,0.000000,12.200000,12.200000,0.000000,34.21,34.21,26.20,30.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-03,cityrole-0083,3,07-16,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,34.39,34.39,23.40,30.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-04,cityrole-0083,4,07-17,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,9.900000,9.900000,0.000000,0.000000,9.900000,9.900000,0.000000,33.86,33.86,24.10,27.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-05,cityrole-0083,5,07-18,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,12.200000,12.200000,0.000000,0.000000,12.200000,12.200000,0.000000,33.19,33.19,24.30,28.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-06,cityrole-0083,6,07-19,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,33.23,33.23,25.30,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-07,cityrole-0083,7,07-20,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,10.400000,10.400000,0.000000,0.000000,10.400000,10.400000,0.000000,33.88,33.88,25.70,33.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-08,cityrole-0083,8,07-21,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,12.200000,12.200000,0.000000,0.000000,12.200000,12.200000,0.000000,34.44,34.44,26.20,33.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-09,cityrole-0083,9,07-22,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,12.200000,12.200000,0.000000,0.000000,12.200000,12.200000,0.000000,34.36,34.36,25.50,30.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0083/day-10,cityrole-0083,10,07-23,苏州市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,33.95,33.95,24.80,29.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-01,cityrole-0084,1,07-14,武汉市,湖北,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.500000,0.500000,3.203125,3.203125,3.703125,3.703125,0.000000,36.90,36.90,28.60,35.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-02,cityrole-0084,2,07-15,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,3.070914,2.959589,3.570914,3.459589,-0.111325,36.42,36.43,25.30,35.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-03,cityrole-0084,3,07-16,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,3.056263,2.954340,3.556263,3.454340,-0.101923,36.20,36.22,25.70,36.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-04,cityrole-0084,4,07-17,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.016908,1.920336,2.516908,2.420336,-0.096572,34.83,34.87,24.00,28.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-05,cityrole-0084,5,07-18,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.519682,2.425654,3.019682,2.925654,-0.094028,33.97,34.01,24.30,34.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-06,cityrole-0084,6,07-19,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.955232,2.857473,3.455232,3.357473,-0.097759,35.10,35.14,29.20,35.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-07,cityrole-0084,7,07-20,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.772057,2.675359,3.272057,3.175359,-0.096698,35.17,35.21,26.00,33.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-08,cityrole-0084,8,07-21,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.534746,2.438910,3.034746,2.938910,-0.095836,35.05,35.09,27.80,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-09,cityrole-0084,9,07-22,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.508366,2.413445,3.008366,2.913445,-0.094921,34.80,34.85,25.60,31.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0084/day-10,cityrole-0084,10,07-23,武汉市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.962728,2.868220,3.462728,3.368220,-0.094508,35.49,35.54,27.20,37.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-01,cityrole-0085,1,07-14,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.43,25.43,20.80,25.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-02,cityrole-0085,2,07-15,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.28,26.28,21.70,31.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-03,cityrole-0085,3,07-16,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,28.24,28.24,22.80,31.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-04,cityrole-0085,4,07-17,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,29.17,29.17,22.80,27.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-05,cityrole-0085,5,07-18,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.76,28.76,22.40,26.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-06,cityrole-0085,6,07-19,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,28.78,28.78,21.80,30.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-07,cityrole-0085,7,07-20,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.11,30.11,22.20,33.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-08,cityrole-0085,8,07-21,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.46,31.46,23.00,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-09,cityrole-0085,9,07-22,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.42,32.42,24.00,34.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0085/day-10,cityrole-0085,10,07-23,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,33.01,33.01,24.40,33.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0086/day-01,cityrole-0086,1,07-14,郑州市,河南,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,5.981258,5.981258,8.281258,8.281258,0.000000,37.95,37.95,27.50,33.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0086/day-02,cityrole-0086,2,07-15,郑州市,河南,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,38.50,38.50,26.80,34.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0086/day-03,cityrole-0086,3,07-16,郑州市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,7.517122,7.281394,8.017122,7.781394,-0.235728,38.73,38.74,26.60,33.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0086/day-04,cityrole-0086,4,07-17,郑州市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,5.148911,4.963559,7.448911,7.263559,-0.185352,37.76,37.79,24.90,28.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0086/day-05,cityrole-0086,5,07-18,郑州市,河南,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,36.33,36.36,20.30,28.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0086/day-06,cityrole-0086,6,07-19,郑州市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.800000,1.800000,4.218180,4.021004,6.018180,5.821004,-0.197176,34.94,34.98,18.90,26.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
